Date,Crew_ID,Crew_Count,Hours_Worked,Units_Installed,Fatigue_Score,Superintendent_Notes,Safety_Incident,Rework_Cost
2024-10-15,Drywall-B,5,10,45,2,"Crew exhausted from overtime, morale is low.",0,1751
2024-10-16,Drywall-B,7,11,52,4,"Waiting on RFI response, crew standing around.",0,0
2024-10-17,Drywall-B,5,9,102,3,"Productive day, finished Zone A early.",0,0
2024-10-18,Drywall-B,8,10,93,3,"Standard progress, nothing to report.",0,0
2024-10-19,Drywall-B,8,8,111,2,"Great weather, slab pour went perfectly.",0,0
2024-10-20,Drywall-B,5,8,118,1,"Ahead of schedule, inspection passed.",0,0
2024-10-21,Drywall-B,5,10,95,1,Routine install in Zone B.,0,0
2024-10-22,Drywall-B,7,11,58,3,"Crew exhausted from overtime, morale is low.",0,1472
2024-10-23,Drywall-B,6,10,93,3,"Crew size normal, steady pace.",0,0
2024-10-24,Drywall-B,5,8,115,2,"Ahead of schedule, inspection passed.",0,0
2024-10-25,Drywall-B,7,8,110,1,"Crew moving fast, materials arrived on time.",0,0
2024-10-26,Drywall-B,6,8,95,1,Routine install in Zone B.,0,0
2024-10-27,Drywall-B,7,9,91,1,"Standard progress, nothing to report.",0,0
2024-10-28,Drywall-B,7,9,83,1,"Standard progress, nothing to report.",0,0
2024-10-29,Drywall-B,6,12,45,3,"Waiting on RFI response, crew standing around.",1,0
2024-10-30,Drywall-B,5,8,116,2,"Great weather, slab pour went perfectly.",0,0
2024-10-31,Drywall-B,6,9,105,1,"Productive day, finished Zone A early.",0,0
2024-11-01,Drywall-B,5,8,118,0,"Great weather, slab pour went perfectly.",0,0
2024-11-02,Drywall-B,8,9,114,0,"Great weather, slab pour went perfectly.",0,0
2024-11-03,Drywall-B,6,10,56,2,"Material delivery late, caused bottleneck.",1,0
2024-11-04,Drywall-B,6,9,114,1,"Great weather, slab pour went perfectly.",0,0
2024-11-05,Drywall-B,6,8,99,1,"Crew size normal, steady pace.",0,0
2024-11-06,Drywall-B,6,9,83,1,"Safety talk held this morning, no incidents.",0,0
2024-11-07,Drywall-B,5,13,48,3,Argument with sub trade over laydown area.,1,2599
2024-11-08,Drywall-B,5,12,58,5,"Crew exhausted from overtime, morale is low.",0,1492
2024-11-09,Drywall-B,6,14,57,7,"Rain delay caused slip hazards, slowed down install.",0,0
2024-11-10,Drywall-B,6,9,82,7,"Safety talk held this morning, no incidents.",0,0
2024-11-11,Drywall-B,6,10,100,7,"Standard progress, nothing to report.",0,0
2024-11-12,Drywall-B,5,9,119,6,"Ahead of schedule, inspection passed.",0,0
2024-11-13,Drywall-B,6,9,100,5,"Great weather, slab pour went perfectly.",0,0
2024-11-14,Drywall-B,8,14,49,7,Argument with sub trade over laydown area.,0,2732
2024-11-15,Drywall-B,7,9,106,6,"Crew moving fast, materials arrived on time.",0,0
2024-11-16,Drywall-B,7,8,102,5,"Productive day, finished Zone A early.",0,0
2024-11-17,Drywall-B,5,10,91,5,Routine install in Zone B.,0,0
2024-11-18,Drywall-B,7,9,108,4,"Ahead of schedule, inspection passed.",0,0
2024-11-19,Drywall-B,5,9,114,3,"Ahead of schedule, inspection passed.",0,0
2024-11-20,Drywall-B,8,9,104,2,"Team is in good rhythm, no safety issues.",0,0
2024-11-21,Drywall-B,5,9,108,1,"Great weather, slab pour went perfectly.",0,0
2024-11-22,Drywall-B,5,10,94,1,Routine install in Zone B.,0,0
2024-11-23,Drywall-B,8,9,112,0,"Great weather, slab pour went perfectly.",0,0
2024-11-24,Drywall-B,7,9,108,0,"Crew moving fast, materials arrived on time.",0,0
2024-11-25,Drywall-B,5,10,82,0,"Weather overcast, work continuing.",0,0
2024-11-26,Drywall-B,5,8,84,0,Routine install in Zone B.,0,0
2024-11-27,Drywall-B,5,9,106,0,"Productive day, finished Zone A early.",0,0
2024-11-28,Drywall-B,7,8,118,0,"Crew moving fast, materials arrived on time.",0,0
2024-11-29,Drywall-B,7,9,100,0,"Ahead of schedule, inspection passed.",0,0
2024-11-30,Drywall-B,8,9,114,0,"Great weather, slab pour went perfectly.",0,0
2024-12-01,Drywall-B,8,10,96,0,Routine install in Zone B.,0,0
2024-12-02,Drywall-B,6,9,91,0,"Crew size normal, steady pace.",0,0
2024-12-03,Drywall-B,5,10,84,0,Routine install in Zone B.,0,0
2024-12-04,Drywall-B,6,9,93,0,"Safety talk held this morning, no incidents.",0,0
2024-12-05,Drywall-B,6,9,114,0,"Team is in good rhythm, no safety issues.",0,0
2024-12-06,Drywall-B,6,9,106,0,"Ahead of schedule, inspection passed.",0,0
2024-12-07,Drywall-B,7,14,52,2,"Material delivery late, caused bottleneck.",0,4030
2024-12-08,Drywall-B,7,9,102,1,"Productive day, finished Zone A early.",0,0
2024-12-09,Drywall-B,6,9,119,0,"Great weather, slab pour went perfectly.",0,0
2024-12-10,Drywall-B,6,9,103,0,"Productive day, finished Zone A early.",0,0
2024-12-11,Drywall-B,6,8,108,0,"Great weather, slab pour went perfectly.",0,0
2024-12-12,Drywall-B,8,9,85,0,"Crew size normal, steady pace.",0,0
2024-12-13,Drywall-B,7,8,105,0,"Ahead of schedule, inspection passed.",0,0
2024-12-14,Drywall-B,5,8,99,0,"Crew size normal, steady pace.",0,0
2024-12-15,Drywall-B,6,8,106,0,"Team is in good rhythm, no safety issues.",0,0
2024-12-16,Drywall-B,7,9,108,0,"Great weather, slab pour went perfectly.",0,0
2024-12-17,Drywall-B,8,9,81,0,"Standard progress, nothing to report.",0,0
2024-12-18,Drywall-B,7,9,91,0,"Crew size normal, steady pace.",0,0
2024-12-19,Drywall-B,7,9,115,0,"Great weather, slab pour went perfectly.",0,0
2024-12-20,Drywall-B,8,8,100,0,"Safety talk held this morning, no incidents.",0,0
2024-12-21,Drywall-B,8,8,110,0,"Crew moving fast, materials arrived on time.",0,0
2024-12-22,Drywall-B,6,12,51,2,"Crew exhausted from overtime, morale is low.",0,4337
2024-12-23,Drywall-B,8,9,91,2,"Weather overcast, work continuing.",0,0
2024-12-24,Drywall-B,8,8,101,1,"Great weather, slab pour went perfectly.",0,0
2024-12-25,Drywall-B,5,8,113,0,"Productive day, finished Zone A early.",0,0
2024-12-26,Drywall-B,8,10,46,2,"Waiting on RFI response, crew standing around.",1,3274
2024-12-27,Drywall-B,6,10,81,2,Routine install in Zone B.,0,0
2024-12-28,Drywall-B,5,8,104,1,"Productive day, finished Zone A early.",0,0
2024-12-29,Drywall-B,7,10,98,1,"Standard progress, nothing to report.",0,0
2024-12-30,Drywall-B,7,9,118,0,"Crew moving fast, materials arrived on time.",0,0
2024-01-01,Concrete-1,8,8,102,0,"Great weather, slab pour went perfectly.",0,0
2024-01-02,Concrete-1,6,9,89,0,Routine install in Zone B.,0,0
2024-01-03,Concrete-1,5,8,100,0,"Great weather, slab pour went perfectly.",0,0
2024-01-04,Concrete-1,7,8,97,0,"Safety talk held this morning, no incidents.",0,0
2024-01-05,Concrete-1,8,9,103,0,"Team is in good rhythm, no safety issues.",0,0
2024-01-06,Concrete-1,6,9,106,0,"Ahead of schedule, inspection passed.",0,0
2024-01-07,Concrete-1,6,14,48,2,"Rework needed on wall framing, incorrect specs.",0,0
2024-01-08,Concrete-1,8,8,82,2,"Weather overcast, work continuing.",0,0
2024-01-09,Concrete-1,8,8,106,1,"Productive day, finished Zone A early.",0,0
2024-01-10,Concrete-1,8,8,96,1,"Standard progress, nothing to report.",0,0
2024-01-11,Concrete-1,8,8,99,1,"Weather overcast, work continuing.",0,0
2024-01-12,Concrete-1,8,13,52,3,"Crew exhausted from overtime, morale is low.",0,3692
2024-01-13,Concrete-1,7,9,109,2,"Productive day, finished Zone A early.",0,0
2024-01-14,Concrete-1,8,10,91,2,"Safety talk held this morning, no incidents.",0,0
2024-01-15,Concrete-1,5,13,48,4,"Material delivery late, caused bottleneck.",0,1388
2024-01-16,Concrete-1,7,8,109,3,"Productive day, finished Zone A early.",0,0
2024-01-17,Concrete-1,7,8,103,2,"Productive day, finished Zone A early.",0,0
2024-01-18,Concrete-1,8,9,118,1,"Crew moving fast, materials arrived on time.",0,0
2024-01-19,Concrete-1,7,8,100,0,"Great weather, slab pour went perfectly.",0,0
2024-01-20,Concrete-1,5,8,106,0,"Great weather, slab pour went perfectly.",0,0
2024-01-21,Concrete-1,8,10,83,0,"Weather overcast, work continuing.",0,0
2024-01-22,Concrete-1,8,8,100,0,"Ahead of schedule, inspection passed.",0,0
2024-01-23,Concrete-1,5,8,103,0,"Great weather, slab pour went perfectly.",0,0
2024-01-24,Concrete-1,8,11,56,2,"Crew exhausted from overtime, morale is low.",0,0
2024-01-25,Concrete-1,5,9,90,2,Routine install in Zone B.,0,0
2024-01-26,Concrete-1,8,8,97,2,"Weather overcast, work continuing.",0,0
2024-01-27,Concrete-1,5,9,120,1,"Crew moving fast, materials arrived on time.",0,0
2024-01-28,Concrete-1,7,8,119,0,"Team is in good rhythm, no safety issues.",0,0
2024-01-29,Concrete-1,7,8,105,0,"Productive day, finished Zone A early.",0,0
2024-01-30,Concrete-1,6,8,100,0,"Crew moving fast, materials arrived on time.",0,0
2024-01-31,Concrete-1,8,8,100,0,"Team is in good rhythm, no safety issues.",0,0
2024-02-01,Concrete-1,7,13,50,2,Argument with sub trade over laydown area.,0,0
2024-02-02,Concrete-1,6,8,113,1,"Team is in good rhythm, no safety issues.",0,0
2024-02-03,Concrete-1,8,9,106,0,"Great weather, slab pour went perfectly.",0,0
2024-02-04,Concrete-1,6,8,118,0,"Team is in good rhythm, no safety issues.",0,0
2024-02-05,Concrete-1,7,12,55,2,"Waiting on RFI response, crew standing around.",0,1824
2024-02-06,Concrete-1,8,8,97,2,"Weather overcast, work continuing.",0,0
2024-02-07,Concrete-1,6,9,104,1,"Crew moving fast, materials arrived on time.",0,0
2024-02-08,Concrete-1,6,9,106,0,"Crew moving fast, materials arrived on time.",0,0
2024-02-09,Concrete-1,8,9,108,0,"Crew moving fast, materials arrived on time.",0,0
2024-02-10,Concrete-1,5,9,118,0,"Team is in good rhythm, no safety issues.",0,0
2024-02-11,Concrete-1,5,9,117,0,"Team is in good rhythm, no safety issues.",0,0
2024-02-12,Concrete-1,7,8,109,0,"Great weather, slab pour went perfectly.",0,0
2024-02-13,Concrete-1,6,8,115,0,"Great weather, slab pour went perfectly.",0,0
2024-02-14,Concrete-1,7,9,109,0,"Great weather, slab pour went perfectly.",0,0
2024-02-15,Concrete-1,6,9,108,0,"Great weather, slab pour went perfectly.",0,0
2024-02-16,Concrete-1,8,9,120,0,"Ahead of schedule, inspection passed.",0,0
2024-02-17,Concrete-1,7,8,118,0,"Crew moving fast, materials arrived on time.",0,0
2024-02-18,Concrete-1,6,13,62,2,"Material delivery late, caused bottleneck.",0,0
2024-02-19,Concrete-1,6,9,103,1,"Productive day, finished Zone A early.",0,0
2024-02-20,Concrete-1,6,9,113,0,"Ahead of schedule, inspection passed.",0,0
2024-02-21,Concrete-1,6,9,108,0,"Great weather, slab pour went perfectly.",0,0
2024-02-22,Concrete-1,6,10,80,0,Routine install in Zone B.,0,0
2024-02-23,Concrete-1,8,9,113,0,"Great weather, slab pour went perfectly.",0,0
2024-02-24,Concrete-1,7,14,59,2,"Confusion on drawings for HVAC, had to stop work.",0,0
2024-02-25,Concrete-1,8,8,109,1,"Ahead of schedule, inspection passed.",0,0
2024-02-26,Concrete-1,8,9,117,0,"Crew moving fast, materials arrived on time.",0,0
2024-02-27,Concrete-1,5,13,40,2,"Rain delay caused slip hazards, slowed down install.",0,2702
2024-02-28,Concrete-1,8,8,105,1,"Ahead of schedule, inspection passed.",0,0
2024-02-29,Concrete-1,6,8,112,0,"Crew moving fast, materials arrived on time.",0,0
2024-03-01,Concrete-1,5,9,120,0,"Ahead of schedule, inspection passed.",0,0
2024-03-02,Concrete-1,8,9,106,0,"Team is in good rhythm, no safety issues.",0,0
2024-03-03,Concrete-1,8,8,120,0,"Productive day, finished Zone A early.",0,0
2024-03-04,Concrete-1,6,10,80,0,"Weather overcast, work continuing.",0,0
2024-03-05,Concrete-1,6,9,114,0,"Ahead of schedule, inspection passed.",0,0
2024-03-06,Concrete-1,5,10,59,2,"Rain delay caused slip hazards, slowed down install.",0,0
2024-03-07,Concrete-1,6,10,83,2,Routine install in Zone B.,0,0
2024-03-08,Concrete-1,7,9,113,1,"Crew moving fast, materials arrived on time.",0,0
2024-03-09,Concrete-1,5,10,86,1,"Crew size normal, steady pace.",0,0
2024-03-10,Concrete-1,5,10,81,1,"Crew size normal, steady pace.",0,0
2024-03-11,Concrete-1,7,8,109,0,"Great weather, slab pour went perfectly.",0,0
2024-03-12,Concrete-1,7,9,102,0,"Productive day, finished Zone A early.",0,0
2024-03-13,Concrete-1,6,8,111,0,"Great weather, slab pour went perfectly.",0,0
2024-03-14,Concrete-1,6,8,106,0,"Ahead of schedule, inspection passed.",0,0
2024-03-15,Concrete-1,5,10,80,0,"Standard progress, nothing to report.",0,0
2024-03-16,Concrete-1,6,10,96,0,"Crew size normal, steady pace.",0,0
2024-03-17,Concrete-1,5,8,94,0,Routine install in Zone B.,0,0
2024-03-18,Concrete-1,8,8,113,0,"Team is in good rhythm, no safety issues.",0,0
2024-03-19,Concrete-1,5,10,41,2,"Waiting on RFI response, crew standing around.",0,0
2024-03-20,Concrete-1,6,9,115,1,"Ahead of schedule, inspection passed.",0,0
2024-03-21,Concrete-1,7,9,93,1,Routine install in Zone B.,0,0
2024-03-22,Concrete-1,6,10,90,1,"Standard progress, nothing to report.",0,0
2024-03-23,Concrete-1,7,9,83,1,"Weather overcast, work continuing.",0,0
2024-03-24,Concrete-1,8,13,60,3,"Material delivery late, caused bottleneck.",0,0
2024-03-25,Concrete-1,6,9,80,3,"Standard progress, nothing to report.",0,0
2024-03-26,Concrete-1,7,9,111,2,"Productive day, finished Zone A early.",0,0
2024-03-27,Concrete-1,6,10,86,2,"Safety talk held this morning, no incidents.",0,0
2024-03-28,Concrete-1,7,13,43,4,Argument with sub trade over laydown area.,1,4632
2024-03-29,Concrete-1,5,9,108,3,"Team is in good rhythm, no safety issues.",0,0
2024-03-30,Concrete-1,7,9,88,3,Routine install in Zone B.,0,0
2024-03-31,Concrete-1,6,10,85,3,"Safety talk held this morning, no incidents.",0,0
2024-04-01,Concrete-1,7,9,116,2,"Productive day, finished Zone A early.",0,0
2024-04-02,Concrete-1,5,9,115,1,"Team is in good rhythm, no safety issues.",0,0
2024-04-03,Concrete-1,6,8,102,0,"Productive day, finished Zone A early.",0,0
2024-04-04,Concrete-1,8,10,85,0,"Safety talk held this morning, no incidents.",0,0
2024-04-05,Concrete-1,7,8,117,0,"Team is in good rhythm, no safety issues.",0,0
2024-04-06,Concrete-1,7,9,113,0,"Great weather, slab pour went perfectly.",0,0
2024-04-07,Concrete-1,8,13,62,2,"Rain delay caused slip hazards, slowed down install.",0,0
2024-04-08,Concrete-1,6,9,120,1,"Ahead of schedule, inspection passed.",0,0
2024-04-09,Concrete-1,8,9,104,0,"Team is in good rhythm, no safety issues.",0,0
2024-04-10,Concrete-1,6,8,107,0,"Crew moving fast, materials arrived on time.",0,0
2024-04-11,Concrete-1,5,10,90,0,"Weather overcast, work continuing.",0,0
2024-04-12,Concrete-1,7,9,99,0,"Crew size normal, steady pace.",0,0
2024-04-13,Concrete-1,8,9,106,0,"Team is in good rhythm, no safety issues.",0,0
2024-04-14,Concrete-1,7,8,92,0,"Standard progress, nothing to report.",0,0
2024-04-15,Concrete-1,6,13,53,2,"Crew exhausted from overtime, morale is low.",0,4872
2024-04-16,Concrete-1,5,9,113,1,"Crew moving fast, materials arrived on time.",0,0
2024-04-17,Concrete-1,6,8,118,0,"Ahead of schedule, inspection passed.",0,0
2024-04-18,Concrete-1,6,8,80,0,"Standard progress, nothing to report.",0,0
2024-04-19,Concrete-1,8,9,102,0,"Crew moving fast, materials arrived on time.",0,0
2024-04-20,Concrete-1,8,8,104,0,"Team is in good rhythm, no safety issues.",0,0
2024-04-21,Concrete-1,6,10,80,0,"Standard progress, nothing to report.",0,0
2024-04-22,Concrete-1,6,8,112,0,"Team is in good rhythm, no safety issues.",0,0
2024-04-23,Concrete-1,8,8,118,0,"Productive day, finished Zone A early.",0,0
2024-04-24,Concrete-1,6,8,117,0,"Ahead of schedule, inspection passed.",0,0
2024-04-25,Concrete-1,5,9,118,0,"Ahead of schedule, inspection passed.",0,0
2024-04-26,Concrete-1,6,9,108,0,"Team is in good rhythm, no safety issues.",0,0
2024-04-27,Concrete-1,6,10,59,2,"Crew exhausted from overtime, morale is low.",0,4485
2024-04-28,Concrete-1,6,8,80,2,"Weather overcast, work continuing.",0,0
2024-04-29,Concrete-1,8,8,111,1,"Ahead of schedule, inspection passed.",0,0
2024-04-30,Concrete-1,7,9,104,0,"Crew moving fast, materials arrived on time.",0,0
2024-05-01,Concrete-1,5,8,96,0,Routine install in Zone B.,0,0
2024-05-02,Concrete-1,7,10,98,0,Routine install in Zone B.,0,0
2024-05-03,Concrete-1,7,10,82,0,"Standard progress, nothing to report.",0,0
2024-05-04,Concrete-1,5,9,110,0,"Ahead of schedule, inspection passed.",0,0
2024-05-05,Concrete-1,5,9,100,0,"Team is in good rhythm, no safety issues.",0,0
2024-05-06,Concrete-1,7,9,92,0,"Crew size normal, steady pace.",0,0
2024-05-07,Concrete-1,7,9,105,0,"Team is in good rhythm, no safety issues.",0,0
2024-05-08,Concrete-1,8,9,101,0,"Team is in good rhythm, no safety issues.",0,0
2024-05-09,Concrete-1,5,8,84,0,"Standard progress, nothing to report.",0,0
2024-05-10,Concrete-1,6,9,92,0,"Weather overcast, work continuing.",0,0
2024-05-11,Concrete-1,5,8,120,0,"Ahead of schedule, inspection passed.",0,0
2024-05-12,Concrete-1,7,8,97,0,"Weather overcast, work continuing.",0,0
2024-05-13,Concrete-1,5,9,89,0,Routine install in Zone B.,0,0
2024-05-14,Concrete-1,6,12,66,2,"Rework needed on wall framing, incorrect specs.",1,1586
2024-05-15,Concrete-1,6,9,107,1,"Crew moving fast, materials arrived on time.",0,0
2024-05-16,Concrete-1,6,8,100,1,Routine install in Zone B.,0,0
2024-05-17,Concrete-1,6,8,109,0,"Productive day, finished Zone A early.",0,0
2024-05-18,Concrete-1,8,9,80,0,"Standard progress, nothing to report.",0,0
2024-05-19,Concrete-1,7,8,91,0,"Safety talk held this morning, no incidents.",0,0
2024-05-20,Concrete-1,8,9,108,0,"Team is in good rhythm, no safety issues.",0,0
2024-05-21,Concrete-1,8,8,108,0,"Productive day, finished Zone A early.",0,0
2024-05-22,Concrete-1,5,8,111,0,"Productive day, finished Zone A early.",0,0
2024-05-23,Concrete-1,8,9,106,0,"Team is in good rhythm, no safety issues.",0,0
2024-05-24,Concrete-1,6,8,86,0,"Safety talk held this morning, no incidents.",0,0
2024-05-25,Concrete-1,7,9,94,0,"Weather overcast, work continuing.",0,0
2024-05-26,Concrete-1,7,10,82,0,"Standard progress, nothing to report.",0,0
2024-05-27,Concrete-1,7,9,101,0,"Team is in good rhythm, no safety issues.",0,0
2024-05-28,Concrete-1,8,9,101,0,"Productive day, finished Zone A early.",0,0
2024-05-29,Concrete-1,7,8,113,0,"Productive day, finished Zone A early.",0,0
2024-05-30,Concrete-1,5,10,99,0,"Safety talk held this morning, no incidents.",0,0
2024-05-31,Concrete-1,8,11,58,2,"Crew exhausted from overtime, morale is low.",1,0
2024-06-01,Concrete-1,5,8,100,1,"Productive day, finished Zone A early.",0,0
2024-06-02,Concrete-1,5,14,59,3,"Confusion on drawings for HVAC, had to stop work.",1,0
2024-06-03,Concrete-1,7,8,106,2,"Crew moving fast, materials arrived on time.",0,0
2024-06-04,Concrete-1,6,8,111,1,"Productive day, finished Zone A early.",0,0
2024-06-05,Concrete-1,7,9,119,0,"Ahead of schedule, inspection passed.",0,0
2024-06-06,Concrete-1,5,8,84,0,"Safety talk held this morning, no incidents.",0,0
2024-06-07,Concrete-1,5,8,108,0,"Ahead of schedule, inspection passed.",0,0
2024-06-08,Concrete-1,7,9,113,0,"Crew moving fast, materials arrived on time.",0,0
2024-06-09,Concrete-1,5,14,61,2,"Crew exhausted from overtime, morale is low.",1,4858
2024-06-10,Concrete-1,5,12,70,4,"Rework needed on wall framing, incorrect specs.",1,0
2024-06-11,Concrete-1,6,8,87,4,"Crew size normal, steady pace.",0,0
2024-06-12,Concrete-1,5,9,84,4,"Safety talk held this morning, no incidents.",0,0
2024-06-13,Concrete-1,5,11,70,6,"Crew exhausted from overtime, morale is low.",0,3016
2024-06-14,Concrete-1,7,8,93,6,Routine install in Zone B.,0,0
2024-06-15,Concrete-1,7,12,49,8,"Crew exhausted from overtime, morale is low.",0,4835
2024-06-16,Concrete-1,8,9,81,8,"Safety talk held this morning, no incidents.",0,0
2024-06-17,Concrete-1,7,9,92,8,"Safety talk held this morning, no incidents.",0,0
2024-06-18,Concrete-1,6,8,118,7,"Great weather, slab pour went perfectly.",0,0
2024-06-19,Concrete-1,7,8,112,6,"Great weather, slab pour went perfectly.",0,0
2024-06-20,Concrete-1,6,9,107,5,"Crew moving fast, materials arrived on time.",0,0
2024-06-21,Concrete-1,6,13,43,7,"Confusion on drawings for HVAC, had to stop work.",0,0
2024-06-22,Concrete-1,5,10,91,7,"Crew size normal, steady pace.",0,0
2024-06-23,Concrete-1,8,9,115,6,"Ahead of schedule, inspection passed.",0,0
2024-06-24,Concrete-1,5,10,100,6,Routine install in Zone B.,0,0
2024-06-25,Concrete-1,7,9,118,5,"Team is in good rhythm, no safety issues.",0,0
2024-06-26,Concrete-1,5,8,117,4,"Team is in good rhythm, no safety issues.",0,0
2024-06-27,Concrete-1,5,9,112,3,"Crew moving fast, materials arrived on time.",0,0
2024-06-28,Concrete-1,5,9,113,2,"Ahead of schedule, inspection passed.",0,0
2024-06-29,Concrete-1,8,9,100,2,"Safety talk held this morning, no incidents.",0,0
2024-06-30,Concrete-1,7,9,102,1,"Ahead of schedule, inspection passed.",0,0
2024-07-01,Concrete-1,6,14,66,3,"Rain delay caused slip hazards, slowed down install.",0,0
2024-07-02,Concrete-1,5,8,114,2,"Team is in good rhythm, no safety issues.",0,0
2024-07-03,Concrete-1,7,9,96,2,"Weather overcast, work continuing.",0,0
2024-07-04,Concrete-1,8,14,56,4,"Crew exhausted from overtime, morale is low.",1,2937
2024-07-05,Concrete-1,5,13,64,6,Argument with sub trade over laydown area.,1,4889
2024-07-06,Concrete-1,6,14,44,8,"Rework needed on wall framing, incorrect specs.",0,2630
2024-07-07,Concrete-1,6,8,102,7,"Crew moving fast, materials arrived on time.",0,0
2024-07-08,Concrete-1,5,14,65,9,"Rework needed on wall framing, incorrect specs.",1,0
2024-07-09,Concrete-1,5,8,108,8,"Crew moving fast, materials arrived on time.",0,0
2024-07-10,Concrete-1,8,14,56,10,"Material delivery late, caused bottleneck.",0,2046
2024-07-11,Concrete-1,7,8,109,9,"Great weather, slab pour went perfectly.",0,0
2024-07-12,Concrete-1,5,8,102,8,"Great weather, slab pour went perfectly.",0,0
2024-07-13,Concrete-1,5,9,112,7,"Crew moving fast, materials arrived on time.",0,0
2024-07-14,Concrete-1,6,13,50,9,"Crew exhausted from overtime, morale is low.",0,2306
2024-07-15,Concrete-1,8,8,103,8,"Ahead of schedule, inspection passed.",0,0
2024-07-16,Concrete-1,8,8,108,7,"Great weather, slab pour went perfectly.",0,0
2024-07-17,Concrete-1,7,8,114,6,"Great weather, slab pour went perfectly.",0,0
2024-07-18,Concrete-1,6,9,113,5,"Productive day, finished Zone A early.",0,0
2024-07-19,Concrete-1,7,11,55,7,"Rain delay caused slip hazards, slowed down install.",0,3493
2024-07-20,Concrete-1,8,10,53,9,"Waiting on RFI response, crew standing around.",0,0
2024-07-21,Concrete-1,6,10,98,9,"Crew size normal, steady pace.",0,0
2024-07-22,Concrete-1,8,9,97,9,"Crew size normal, steady pace.",0,0
2024-07-23,Concrete-1,5,8,108,8,"Ahead of schedule, inspection passed.",0,0
2024-07-24,Concrete-1,8,13,42,10,"Material delivery late, caused bottleneck.",1,0
2024-07-25,Concrete-1,7,9,116,9,"Great weather, slab pour went perfectly.",0,0
2024-07-26,Concrete-1,6,8,115,8,"Ahead of schedule, inspection passed.",0,0
2024-07-27,Concrete-1,5,8,100,7,"Great weather, slab pour went perfectly.",0,0
2024-07-28,Concrete-1,6,13,62,9,"Confusion on drawings for HVAC, had to stop work.",0,0
2024-07-29,Concrete-1,6,8,101,8,"Crew moving fast, materials arrived on time.",0,0
2024-07-30,Concrete-1,8,9,119,7,"Crew moving fast, materials arrived on time.",0,0
2024-07-31,Concrete-1,7,12,41,9,"Confusion on drawings for HVAC, had to stop work.",0,0
2024-08-01,Concrete-1,5,13,57,11,Argument with sub trade over laydown area.,0,0
2024-08-02,Concrete-1,8,8,118,10,"Crew moving fast, materials arrived on time.",0,0
2024-08-03,Concrete-1,8,8,96,10,Routine install in Zone B.,0,0
2024-08-04,Concrete-1,8,8,101,9,"Crew moving fast, materials arrived on time.",0,0
2024-08-05,Concrete-1,8,9,101,8,"Great weather, slab pour went perfectly.",0,0
2024-08-06,Concrete-1,7,8,113,7,"Crew moving fast, materials arrived on time.",0,0
2024-08-07,Concrete-1,5,14,50,9,"Crew exhausted from overtime, morale is low.",1,4857
2024-08-08,Concrete-1,6,10,53,11,"Material delivery late, caused bottleneck.",0,2355
2024-08-09,Concrete-1,5,9,106,10,"Ahead of schedule, inspection passed.",0,0
2024-08-10,Concrete-1,7,10,84,10,"Weather overcast, work continuing.",0,0
2024-08-11,Concrete-1,6,8,103,9,"Ahead of schedule, inspection passed.",0,0
2024-08-12,Concrete-1,6,8,94,9,Routine install in Zone B.,0,0
2024-08-13,Concrete-1,6,9,100,8,"Team is in good rhythm, no safety issues.",0,0
2024-08-14,Concrete-1,6,9,101,7,"Productive day, finished Zone A early.",0,0
2024-08-15,Concrete-1,8,9,102,6,"Productive day, finished Zone A early.",0,0
2024-08-16,Concrete-1,6,8,105,5,"Great weather, slab pour went perfectly.",0,0
2024-08-17,Concrete-1,7,8,110,4,"Great weather, slab pour went perfectly.",0,0
2024-08-18,Concrete-1,5,9,105,3,"Ahead of schedule, inspection passed.",0,0
2024-08-19,Concrete-1,7,10,87,3,"Weather overcast, work continuing.",0,0
2024-08-20,Concrete-1,7,9,109,2,"Crew moving fast, materials arrived on time.",0,0
2024-08-21,Concrete-1,5,9,104,1,"Ahead of schedule, inspection passed.",0,0
2024-08-22,Concrete-1,8,9,103,0,"Ahead of schedule, inspection passed.",0,0
2024-08-23,Concrete-1,5,8,109,0,"Team is in good rhythm, no safety issues.",0,0
2024-08-24,Concrete-1,8,8,117,0,"Ahead of schedule, inspection passed.",0,0
2024-08-25,Concrete-1,8,8,101,0,"Productive day, finished Zone A early.",0,0
2024-08-26,Concrete-1,5,9,102,0,"Team is in good rhythm, no safety issues.",0,0
2024-08-27,Concrete-1,6,9,108,0,"Great weather, slab pour went perfectly.",0,0
2024-08-28,Concrete-1,8,10,87,0,"Crew size normal, steady pace.",0,0
2024-08-29,Concrete-1,6,11,51,2,"Rain delay caused slip hazards, slowed down install.",0,1552
2024-08-30,Concrete-1,6,10,87,2,"Safety talk held this morning, no incidents.",0,0
2024-08-31,Concrete-1,6,11,49,4,"Waiting on RFI response, crew standing around.",0,0
2024-09-01,Concrete-1,5,9,93,4,"Safety talk held this morning, no incidents.",0,0
2024-09-02,Concrete-1,8,9,85,4,"Safety talk held this morning, no incidents.",0,0
2024-09-03,Concrete-1,8,9,93,4,"Weather overcast, work continuing.",0,0
2024-09-04,Concrete-1,8,10,81,4,Routine install in Zone B.,0,0
2024-09-05,Concrete-1,8,10,92,4,"Weather overcast, work continuing.",0,0
2024-09-06,Concrete-1,7,8,111,3,"Great weather, slab pour went perfectly.",0,0
2024-09-07,Concrete-1,5,8,113,2,"Great weather, slab pour went perfectly.",0,0
