Date,Crew_ID,Crew_Count,Hours_Worked,Units_Installed,Fatigue_Score,Superintendent_Notes,Safety_Incident,Rework_Cost,Sentiment_Score,Daily_Overtime,Rolling_Overtime_7d,Productivity_Rate,Risk_Event
2024-06-06,Drywall-B,6,9,82,11,"Standard progress, nothing to report.",0,0,0.4215,1,16.0,1.5185185185185186,0
2024-06-07,Drywall-B,8,9,113,10,"Crew moving fast, materials arrived on time.",0,0,0.0,1,12.0,1.5694444444444444,0
2024-06-08,Drywall-B,8,8,102,9,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,6.0,1.59375,0
2024-06-09,Drywall-B,8,8,105,8,"Great weather, slab pour went perfectly.",0,0,0.8519,0,3.0,1.640625,0
2024-06-10,Drywall-B,7,8,85,8,"Weather overcast, work continuing.",0,0,0.0,0,3.0,1.5178571428571428,0
2024-06-11,Drywall-B,8,9,119,7,"Productive day, finished Zone A early.",0,0,0.0,1,3.0,1.6527777777777777,0
2024-06-12,Drywall-B,6,8,86,7,"Weather overcast, work continuing.",0,0,0.0,0,3.0,1.7916666666666667,0
2024-06-13,Drywall-B,6,8,105,6,"Great weather, slab pour went perfectly.",0,0,0.8519,0,2.0,2.1875,0
2024-06-14,Drywall-B,8,11,64,8,"Waiting on RFI response, crew standing around.",0,2180,0.0,3,4.0,0.7272727272727273,1
2024-06-15,Drywall-B,6,10,91,8,"Crew size normal, steady pace.",0,0,0.0,2,6.0,1.5166666666666666,0
2024-06-16,Drywall-B,7,13,47,10,"Material delivery late, caused bottleneck.",0,0,0.0,5,11.0,0.5164835164835165,0
2024-06-17,Drywall-B,8,10,56,12,Argument with sub trade over laydown area.,0,0,-0.3612,2,13.0,0.7,0
2024-06-18,Drywall-B,5,9,100,11,"Great weather, slab pour went perfectly.",0,0,0.8519,1,13.0,2.2222222222222223,0
2024-06-19,Drywall-B,8,10,68,13,"Rework needed on wall framing, incorrect specs.",0,0,0.0,2,15.0,0.85,0
2024-06-20,Drywall-B,5,9,102,12,"Crew moving fast, materials arrived on time.",0,0,0.0,1,16.0,2.2666666666666666,0
2024-06-21,Drywall-B,5,9,110,11,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,14.0,2.4444444444444446,0
2024-06-22,Drywall-B,8,10,83,11,Routine install in Zone B.,0,0,0.0,2,14.0,1.0375,0
2024-06-23,Drywall-B,8,11,48,13,"Rain delay caused slip hazards, slowed down install.",1,3569,-0.3182,3,12.0,0.5454545454545454,1
2024-06-24,Drywall-B,8,9,84,13,Routine install in Zone B.,0,0,0.0,1,11.0,1.1666666666666667,0
2024-06-25,Drywall-B,5,9,80,13,"Weather overcast, work continuing.",0,0,0.0,1,11.0,1.7777777777777777,0
2024-06-26,Drywall-B,5,8,90,13,"Crew size normal, steady pace.",0,0,0.0,0,9.0,2.25,0
2024-06-27,Drywall-B,6,8,97,13,"Crew size normal, steady pace.",0,0,0.0,0,8.0,2.0208333333333335,0
2024-06-28,Drywall-B,8,8,119,12,"Great weather, slab pour went perfectly.",0,0,0.8519,0,7.0,1.859375,0
2024-06-29,Drywall-B,5,9,89,12,"Standard progress, nothing to report.",0,0,0.4215,1,6.0,1.9777777777777779,0
2024-06-30,Drywall-B,6,8,106,11,"Productive day, finished Zone A early.",0,0,0.0,0,3.0,2.2083333333333335,0
2024-07-01,Drywall-B,8,9,95,11,"Safety talk held this morning, no incidents.",0,0,0.1531,1,3.0,1.3194444444444444,0
2024-07-02,Drywall-B,8,14,50,13,"Confusion on drawings for HVAC, had to stop work.",0,1896,-0.5267,6,8.0,0.44642857142857145,1
2024-07-03,Drywall-B,8,8,105,12,"Ahead of schedule, inspection passed.",0,0,0.0,0,8.0,1.640625,0
2024-07-04,Drywall-B,6,8,90,12,"Standard progress, nothing to report.",0,0,0.4215,0,8.0,1.875,0
2024-07-05,Drywall-B,5,10,88,12,"Safety talk held this morning, no incidents.",0,0,0.1531,2,10.0,1.76,0
2024-07-06,Drywall-B,6,10,89,12,"Standard progress, nothing to report.",0,0,0.4215,2,11.0,1.4833333333333334,0
2024-07-07,Drywall-B,8,9,119,11,"Crew moving fast, materials arrived on time.",0,0,0.0,1,12.0,1.6527777777777777,0
2024-07-08,Drywall-B,8,14,68,13,"Crew exhausted from overtime, morale is low.",0,0,-0.5574,6,17.0,0.6071428571428571,0
2024-07-09,Drywall-B,7,8,118,12,"Ahead of schedule, inspection passed.",0,0,0.0,0,11.0,2.107142857142857,0
2024-07-10,Drywall-B,7,8,119,11,"Crew moving fast, materials arrived on time.",0,0,0.0,0,11.0,2.125,0
2024-07-11,Drywall-B,6,10,44,13,"Material delivery late, caused bottleneck.",0,0,0.0,2,13.0,0.7333333333333333,0
2024-07-12,Drywall-B,7,8,89,13,"Crew size normal, steady pace.",0,0,0.0,0,11.0,1.5892857142857142,0
2024-07-13,Drywall-B,5,10,83,13,Routine install in Zone B.,0,0,0.0,2,11.0,1.66,0
2024-07-14,Drywall-B,6,8,103,12,"Great weather, slab pour went perfectly.",0,0,0.8519,0,10.0,2.1458333333333335,0
2024-07-15,Drywall-B,8,10,81,12,"Weather overcast, work continuing.",0,0,0.0,2,6.0,1.0125,0
2024-07-16,Drywall-B,8,8,84,12,"Standard progress, nothing to report.",0,0,0.4215,0,6.0,1.3125,0
2024-07-17,Drywall-B,5,8,112,11,"Productive day, finished Zone A early.",0,0,0.0,0,6.0,2.8,0
2024-07-18,Drywall-B,5,9,81,11,Routine install in Zone B.,0,0,0.0,1,5.0,1.8,0
2024-07-19,Drywall-B,7,9,100,10,"Ahead of schedule, inspection passed.",0,0,0.0,1,6.0,1.5873015873015872,0
2024-07-20,Drywall-B,6,9,108,9,"Productive day, finished Zone A early.",0,0,0.0,1,5.0,2.0,0
2024-07-21,Drywall-B,5,8,81,9,"Standard progress, nothing to report.",0,0,0.4215,0,5.0,2.025,0
2024-07-22,Drywall-B,6,9,110,8,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,4.0,2.037037037037037,0
2024-07-23,Drywall-B,6,8,95,8,"Standard progress, nothing to report.",0,0,0.4215,0,4.0,1.9791666666666667,0
2024-07-24,Drywall-B,7,8,108,7,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,4.0,1.9285714285714286,0
2024-07-25,Drywall-B,7,8,99,7,"Safety talk held this morning, no incidents.",0,0,0.1531,0,3.0,1.7678571428571428,0
2024-07-26,Drywall-B,7,14,62,9,Argument with sub trade over laydown area.,0,3858,-0.3612,6,8.0,0.6326530612244898,1
2024-07-27,Drywall-B,5,9,91,9,"Standard progress, nothing to report.",0,0,0.4215,1,8.0,2.022222222222222,0
2024-07-28,Drywall-B,5,10,88,9,"Weather overcast, work continuing.",0,0,0.0,2,10.0,1.76,0
2024-07-29,Drywall-B,5,9,106,8,"Crew moving fast, materials arrived on time.",0,0,0.0,1,10.0,2.3555555555555556,0
2024-07-30,Drywall-B,6,8,104,7,"Productive day, finished Zone A early.",0,0,0.0,0,10.0,2.1666666666666665,0
2024-07-31,Drywall-B,5,13,70,9,Argument with sub trade over laydown area.,0,0,-0.3612,5,15.0,1.0769230769230769,0
2024-08-01,Drywall-B,7,11,61,11,"Crew exhausted from overtime, morale is low.",1,0,-0.5574,3,18.0,0.7922077922077922,1
2024-08-02,Drywall-B,8,8,109,10,"Great weather, slab pour went perfectly.",0,0,0.8519,0,12.0,1.703125,0
2024-08-03,Drywall-B,8,8,109,9,"Ahead of schedule, inspection passed.",0,0,0.0,0,11.0,1.703125,0
2024-08-04,Drywall-B,6,9,100,8,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,10.0,1.8518518518518519,0
2024-08-05,Drywall-B,7,9,118,7,"Great weather, slab pour went perfectly.",0,0,0.8519,1,10.0,1.873015873015873,0
2024-08-06,Drywall-B,8,9,119,6,"Great weather, slab pour went perfectly.",0,0,0.8519,1,11.0,1.6527777777777777,0
2024-08-07,Drywall-B,8,8,118,5,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,6.0,1.84375,0
2024-08-08,Drywall-B,7,9,112,4,"Ahead of schedule, inspection passed.",0,0,0.0,1,4.0,1.7777777777777777,0
2024-08-09,Drywall-B,6,12,56,6,"Rework needed on wall framing, incorrect specs.",1,2603,0.0,4,8.0,0.7777777777777778,1
2024-08-10,Drywall-B,5,9,117,5,"Ahead of schedule, inspection passed.",0,0,0.0,1,9.0,2.6,0
2024-08-11,Drywall-B,6,8,110,4,"Great weather, slab pour went perfectly.",0,0,0.8519,0,8.0,2.2916666666666665,0
2024-08-12,Drywall-B,8,9,81,4,"Crew size normal, steady pace.",0,0,0.0,1,8.0,1.125,0
2024-08-13,Drywall-B,5,8,110,3,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,7.0,2.75,0
2024-08-14,Drywall-B,6,8,106,2,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,7.0,2.2083333333333335,0
2024-08-15,Drywall-B,5,9,82,2,"Standard progress, nothing to report.",0,0,0.4215,1,7.0,1.8222222222222222,0
2024-08-16,Drywall-B,7,14,55,4,"Crew exhausted from overtime, morale is low.",1,989,-0.5574,6,9.0,0.5612244897959183,1
2024-08-17,Drywall-B,8,9,114,3,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,9.0,1.5833333333333333,0
2024-08-18,Drywall-B,6,9,112,2,"Crew moving fast, materials arrived on time.",0,0,0.0,1,10.0,2.074074074074074,0
2024-08-19,Drywall-B,5,8,92,2,Routine install in Zone B.,0,0,0.0,0,9.0,2.3,0
2024-08-20,Drywall-B,7,8,100,1,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,9.0,1.7857142857142858,0
2024-08-21,Drywall-B,6,12,43,3,"Material delivery late, caused bottleneck.",0,2491,0.0,4,13.0,0.5972222222222222,1
2024-08-22,Drywall-B,5,8,108,2,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,12.0,2.7,0
2024-08-23,Drywall-B,7,9,110,1,"Ahead of schedule, inspection passed.",0,0,0.0,1,7.0,1.746031746031746,0
2024-08-24,Drywall-B,8,8,89,1,"Crew size normal, steady pace.",0,0,0.0,0,6.0,1.390625,0
2024-08-25,Drywall-B,8,9,108,0,"Great weather, slab pour went perfectly.",0,0,0.8519,1,6.0,1.5,0
2024-08-26,Drywall-B,5,8,115,0,"Ahead of schedule, inspection passed.",0,0,0.0,0,6.0,2.875,0
2024-08-27,Drywall-B,6,9,110,0,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,7.0,2.037037037037037,0
2024-08-28,Drywall-B,6,9,94,0,"Safety talk held this morning, no incidents.",0,0,0.1531,1,4.0,1.7407407407407407,0
2024-08-29,Drywall-B,7,10,84,0,"Safety talk held this morning, no incidents.",0,0,0.1531,2,6.0,1.2,0
2024-08-30,Drywall-B,7,11,63,2,"Rework needed on wall framing, incorrect specs.",0,1360,0.0,3,8.0,0.8181818181818182,1
2024-08-31,Drywall-B,5,8,95,2,"Weather overcast, work continuing.",0,0,0.0,0,8.0,2.375,0
2024-09-01,Drywall-B,8,8,119,1,"Productive day, finished Zone A early.",0,0,0.0,0,7.0,1.859375,0
2024-09-02,Drywall-B,5,14,69,3,"Confusion on drawings for HVAC, had to stop work.",0,1982,-0.5267,6,13.0,0.9857142857142858,1
2024-09-03,Drywall-B,5,14,53,5,"Waiting on RFI response, crew standing around.",0,2647,0.0,6,18.0,0.7571428571428571,1
2024-09-04,Drywall-B,5,8,118,4,"Productive day, finished Zone A early.",0,0,0.0,0,17.0,2.95,0
2024-09-05,Drywall-B,6,9,87,4,Routine install in Zone B.,0,0,0.0,1,16.0,1.6111111111111112,0
2024-09-06,Drywall-B,5,9,111,3,"Ahead of schedule, inspection passed.",0,0,0.0,1,14.0,2.466666666666667,0
2024-09-07,Drywall-B,6,13,53,5,"Crew exhausted from overtime, morale is low.",0,3910,-0.5574,5,19.0,0.6794871794871795,1
2024-09-08,Drywall-B,6,10,82,5,"Standard progress, nothing to report.",0,0,0.4215,2,21.0,1.3666666666666667,0
2024-09-09,Drywall-B,6,9,104,4,"Great weather, slab pour went perfectly.",0,0,0.8519,1,16.0,1.9259259259259258,0
2024-09-10,Drywall-B,8,9,86,4,"Safety talk held this morning, no incidents.",0,0,0.1531,1,11.0,1.1944444444444444,0
2024-09-11,Drywall-B,6,9,117,3,"Crew moving fast, materials arrived on time.",0,0,0.0,1,12.0,2.1666666666666665,0
2024-09-12,Drywall-B,7,14,60,5,"Confusion on drawings for HVAC, had to stop work.",0,1990,-0.5267,6,17.0,0.6122448979591837,1
2024-09-13,Drywall-B,5,9,104,4,"Ahead of schedule, inspection passed.",0,0,0.0,1,17.0,2.311111111111111,0
2024-09-14,Drywall-B,8,10,45,6,"Confusion on drawings for HVAC, had to stop work.",1,0,-0.5267,2,14.0,0.5625,1
2024-09-15,Drywall-B,6,8,120,5,"Crew moving fast, materials arrived on time.",0,0,0.0,0,12.0,2.5,0
2024-09-16,Drywall-B,8,8,114,4,"Productive day, finished Zone A early.",0,0,0.0,0,11.0,1.78125,0
2024-09-17,Drywall-B,7,9,117,3,"Ahead of schedule, inspection passed.",0,0,0.0,1,11.0,1.8571428571428572,0
2024-09-18,Drywall-B,5,14,64,5,"Waiting on RFI response, crew standing around.",0,2257,0.0,6,16.0,0.9142857142857143,1
2024-09-19,Drywall-B,7,9,112,4,"Productive day, finished Zone A early.",0,0,0.0,1,11.0,1.7777777777777777,0
2024-09-20,Drywall-B,5,9,118,3,"Crew moving fast, materials arrived on time.",0,0,0.0,1,11.0,2.6222222222222222,0
2024-09-21,Drywall-B,6,9,87,3,"Weather overcast, work continuing.",0,0,0.0,1,10.0,1.6111111111111112,0
2024-09-22,Drywall-B,8,8,117,2,"Productive day, finished Zone A early.",0,0,0.0,0,10.0,1.828125,0
2024-09-23,Drywall-B,8,8,109,1,"Great weather, slab pour went perfectly.",0,0,0.8519,0,10.0,1.703125,0
2024-09-24,Drywall-B,7,9,82,1,"Weather overcast, work continuing.",0,0,0.0,1,10.0,1.3015873015873016,0
2024-09-25,Drywall-B,7,8,83,1,"Weather overcast, work continuing.",0,0,0.0,0,4.0,1.4821428571428572,0
2024-09-26,Drywall-B,7,9,100,1,"Crew size normal, steady pace.",0,0,0.0,1,4.0,1.5873015873015872,0
2024-09-27,Drywall-B,7,9,100,0,"Productive day, finished Zone A early.",0,0,0.0,1,4.0,1.5873015873015872,0
2024-09-28,Drywall-B,6,9,103,0,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,4.0,1.9074074074074074,0
2024-09-29,Drywall-B,8,9,80,0,"Safety talk held this morning, no incidents.",0,0,0.1531,1,5.0,1.1111111111111112,0
2024-09-30,Drywall-B,5,9,116,0,"Productive day, finished Zone A early.",0,0,0.0,1,6.0,2.577777777777778,0
2024-10-01,Drywall-B,5,8,82,0,"Standard progress, nothing to report.",0,0,0.4215,0,5.0,2.05,0
2024-10-02,Drywall-B,5,10,93,0,Routine install in Zone B.,0,0,0.0,2,7.0,1.86,0
2024-10-03,Drywall-B,5,10,80,0,"Weather overcast, work continuing.",0,0,0.0,2,8.0,1.6,0
2024-10-04,Drywall-B,5,8,106,0,"Productive day, finished Zone A early.",0,0,0.0,0,7.0,2.65,0
2024-10-05,Drywall-B,5,9,88,0,"Safety talk held this morning, no incidents.",0,0,0.1531,1,7.0,1.9555555555555555,0
2024-10-06,Drywall-B,8,9,91,0,"Weather overcast, work continuing.",0,0,0.0,1,7.0,1.2638888888888888,0
2024-10-07,Drywall-B,8,9,114,0,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,7.0,1.5833333333333333,0
2024-10-08,Drywall-B,6,8,86,0,"Weather overcast, work continuing.",0,0,0.0,0,7.0,1.7916666666666667,0
2024-10-09,Drywall-B,5,9,82,0,"Crew size normal, steady pace.",0,0,0.0,1,6.0,1.8222222222222222,0
2024-10-10,Drywall-B,7,8,94,0,"Crew size normal, steady pace.",0,0,0.0,0,4.0,1.6785714285714286,0
2024-10-11,Drywall-B,8,11,52,2,"Waiting on RFI response, crew standing around.",1,0,0.0,3,7.0,0.5909090909090909,1
2024-10-12,Drywall-B,8,9,120,1,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,7.0,1.6666666666666667,0
2024-10-13,Drywall-B,8,8,105,0,"Crew moving fast, materials arrived on time.",0,0,0.0,0,6.0,1.640625,0
2024-10-14,Drywall-B,8,8,103,0,"Productive day, finished Zone A early.",0,0,0.0,0,5.0,1.609375,0
2024-10-15,Drywall-B,5,10,45,2,"Crew exhausted from overtime, morale is low.",0,1751,-0.5574,2,7.0,0.9,1
2024-10-16,Drywall-B,7,11,52,4,"Waiting on RFI response, crew standing around.",0,0,0.0,3,9.0,0.6753246753246753,0
2024-10-17,Drywall-B,5,9,102,3,"Productive day, finished Zone A early.",0,0,0.0,1,10.0,2.2666666666666666,0
2024-10-18,Drywall-B,8,10,93,3,"Standard progress, nothing to report.",0,0,0.4215,2,9.0,1.1625,0
2024-10-19,Drywall-B,8,8,111,2,"Great weather, slab pour went perfectly.",0,0,0.8519,0,8.0,1.734375,0
2024-10-20,Drywall-B,5,8,118,1,"Ahead of schedule, inspection passed.",0,0,0.0,0,8.0,2.95,0
2024-10-21,Drywall-B,5,10,95,1,Routine install in Zone B.,0,0,0.0,2,10.0,1.9,0
2024-10-22,Drywall-B,7,11,58,3,"Crew exhausted from overtime, morale is low.",0,1472,-0.5574,3,11.0,0.7532467532467533,1
2024-10-23,Drywall-B,6,10,93,3,"Crew size normal, steady pace.",0,0,0.0,2,10.0,1.55,0
2024-10-24,Drywall-B,5,8,115,2,"Ahead of schedule, inspection passed.",0,0,0.0,0,9.0,2.875,0
2024-10-25,Drywall-B,7,8,110,1,"Crew moving fast, materials arrived on time.",0,0,0.0,0,7.0,1.9642857142857142,0
2024-10-26,Drywall-B,6,8,95,1,Routine install in Zone B.,0,0,0.0,0,7.0,1.9791666666666667,0
2024-10-27,Drywall-B,7,9,91,1,"Standard progress, nothing to report.",0,0,0.4215,1,8.0,1.4444444444444444,0
2024-10-28,Drywall-B,7,9,83,1,"Standard progress, nothing to report.",0,0,0.4215,1,7.0,1.3174603174603174,0
2024-10-29,Drywall-B,6,12,45,3,"Waiting on RFI response, crew standing around.",1,0,0.0,4,8.0,0.625,1
2024-10-30,Drywall-B,5,8,116,2,"Great weather, slab pour went perfectly.",0,0,0.8519,0,6.0,2.9,0
2024-10-31,Drywall-B,6,9,105,1,"Productive day, finished Zone A early.",0,0,0.0,1,7.0,1.9444444444444444,0
2024-11-01,Drywall-B,5,8,118,0,"Great weather, slab pour went perfectly.",0,0,0.8519,0,7.0,2.95,0
2024-11-02,Drywall-B,8,9,114,0,"Great weather, slab pour went perfectly.",0,0,0.8519,1,8.0,1.5833333333333333,0
2024-11-03,Drywall-B,6,10,56,2,"Material delivery late, caused bottleneck.",1,0,0.0,2,9.0,0.9333333333333333,1
2024-11-04,Drywall-B,6,9,114,1,"Great weather, slab pour went perfectly.",0,0,0.8519,1,9.0,2.111111111111111,0
2024-11-05,Drywall-B,6,8,99,1,"Crew size normal, steady pace.",0,0,0.0,0,5.0,2.0625,0
2024-11-06,Drywall-B,6,9,83,1,"Safety talk held this morning, no incidents.",0,0,0.1531,1,6.0,1.537037037037037,0
2024-11-07,Drywall-B,5,13,48,3,Argument with sub trade over laydown area.,1,2599,-0.3612,5,10.0,0.7384615384615385,1
2024-11-08,Drywall-B,5,12,58,5,"Crew exhausted from overtime, morale is low.",0,1492,-0.5574,4,14.0,0.9666666666666667,1
2024-11-09,Drywall-B,6,14,57,7,"Rain delay caused slip hazards, slowed down install.",0,0,-0.3182,6,19.0,0.6785714285714286,0
2024-11-10,Drywall-B,6,9,82,7,"Safety talk held this morning, no incidents.",0,0,0.1531,1,18.0,1.5185185185185186,0
2024-11-11,Drywall-B,6,10,100,7,"Standard progress, nothing to report.",0,0,0.4215,2,19.0,1.6666666666666667,0
2024-11-12,Drywall-B,5,9,119,6,"Ahead of schedule, inspection passed.",0,0,0.0,1,20.0,2.6444444444444444,0
2024-11-13,Drywall-B,6,9,100,5,"Great weather, slab pour went perfectly.",0,0,0.8519,1,20.0,1.8518518518518519,0
2024-11-14,Drywall-B,8,14,49,7,Argument with sub trade over laydown area.,0,2732,-0.3612,6,21.0,0.4375,1
2024-11-15,Drywall-B,7,9,106,6,"Crew moving fast, materials arrived on time.",0,0,0.0,1,18.0,1.6825396825396826,0
2024-11-16,Drywall-B,7,8,102,5,"Productive day, finished Zone A early.",0,0,0.0,0,12.0,1.8214285714285714,0
2024-11-17,Drywall-B,5,10,91,5,Routine install in Zone B.,0,0,0.0,2,13.0,1.82,0
2024-11-18,Drywall-B,7,9,108,4,"Ahead of schedule, inspection passed.",0,0,0.0,1,12.0,1.7142857142857142,0
2024-11-19,Drywall-B,5,9,114,3,"Ahead of schedule, inspection passed.",0,0,0.0,1,12.0,2.533333333333333,0
2024-11-20,Drywall-B,8,9,104,2,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,12.0,1.4444444444444444,0
2024-11-21,Drywall-B,5,9,108,1,"Great weather, slab pour went perfectly.",0,0,0.8519,1,7.0,2.4,0
2024-11-22,Drywall-B,5,10,94,1,Routine install in Zone B.,0,0,0.0,2,8.0,1.88,0
2024-11-23,Drywall-B,8,9,112,0,"Great weather, slab pour went perfectly.",0,0,0.8519,1,9.0,1.5555555555555556,0
2024-11-24,Drywall-B,7,9,108,0,"Crew moving fast, materials arrived on time.",0,0,0.0,1,8.0,1.7142857142857142,0
2024-11-25,Drywall-B,5,10,82,0,"Weather overcast, work continuing.",0,0,0.0,2,9.0,1.64,0
2024-11-26,Drywall-B,5,8,84,0,Routine install in Zone B.,0,0,0.0,0,8.0,2.1,0
2024-11-27,Drywall-B,5,9,106,0,"Productive day, finished Zone A early.",0,0,0.0,1,8.0,2.3555555555555556,0
2024-11-28,Drywall-B,7,8,118,0,"Crew moving fast, materials arrived on time.",0,0,0.0,0,7.0,2.107142857142857,0
2024-11-29,Drywall-B,7,9,100,0,"Ahead of schedule, inspection passed.",0,0,0.0,1,6.0,1.5873015873015872,0
2024-11-30,Drywall-B,8,9,114,0,"Great weather, slab pour went perfectly.",0,0,0.8519,1,6.0,1.5833333333333333,0
2024-12-01,Drywall-B,8,10,96,0,Routine install in Zone B.,0,0,0.0,2,7.0,1.2,0
2024-12-02,Drywall-B,6,9,91,0,"Crew size normal, steady pace.",0,0,0.0,1,6.0,1.6851851851851851,0
2024-12-03,Drywall-B,5,10,84,0,Routine install in Zone B.,0,0,0.0,2,8.0,1.68,0
2024-12-04,Drywall-B,6,9,93,0,"Safety talk held this morning, no incidents.",0,0,0.1531,1,8.0,1.7222222222222223,0
2024-12-05,Drywall-B,6,9,114,0,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,9.0,2.111111111111111,0
2024-12-06,Drywall-B,6,9,106,0,"Ahead of schedule, inspection passed.",0,0,0.0,1,9.0,1.962962962962963,0
2024-12-07,Drywall-B,7,14,52,2,"Material delivery late, caused bottleneck.",0,4030,0.0,6,14.0,0.5306122448979592,1
2024-12-08,Drywall-B,7,9,102,1,"Productive day, finished Zone A early.",0,0,0.0,1,13.0,1.619047619047619,0
2024-12-09,Drywall-B,6,9,119,0,"Great weather, slab pour went perfectly.",0,0,0.8519,1,13.0,2.2037037037037037,0
2024-12-10,Drywall-B,6,9,103,0,"Productive day, finished Zone A early.",0,0,0.0,1,12.0,1.9074074074074074,0
2024-12-11,Drywall-B,6,8,108,0,"Great weather, slab pour went perfectly.",0,0,0.8519,0,11.0,2.25,0
2024-12-12,Drywall-B,8,9,85,0,"Crew size normal, steady pace.",0,0,0.0,1,11.0,1.1805555555555556,0
2024-12-13,Drywall-B,7,8,105,0,"Ahead of schedule, inspection passed.",0,0,0.0,0,10.0,1.875,0
2024-12-14,Drywall-B,5,8,99,0,"Crew size normal, steady pace.",0,0,0.0,0,4.0,2.475,0
2024-12-15,Drywall-B,6,8,106,0,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,3.0,2.2083333333333335,0
2024-12-16,Drywall-B,7,9,108,0,"Great weather, slab pour went perfectly.",0,0,0.8519,1,3.0,1.7142857142857142,0
2024-12-17,Drywall-B,8,9,81,0,"Standard progress, nothing to report.",0,0,0.4215,1,3.0,1.125,0
2024-12-18,Drywall-B,7,9,91,0,"Crew size normal, steady pace.",0,0,0.0,1,4.0,1.4444444444444444,0
2024-12-19,Drywall-B,7,9,115,0,"Great weather, slab pour went perfectly.",0,0,0.8519,1,4.0,1.8253968253968254,0
2024-12-20,Drywall-B,8,8,100,0,"Safety talk held this morning, no incidents.",0,0,0.1531,0,4.0,1.5625,0
2024-12-21,Drywall-B,8,8,110,0,"Crew moving fast, materials arrived on time.",0,0,0.0,0,4.0,1.71875,0
2024-12-22,Drywall-B,6,12,51,2,"Crew exhausted from overtime, morale is low.",0,4337,-0.5574,4,8.0,0.7083333333333334,1
2024-12-23,Drywall-B,8,9,91,2,"Weather overcast, work continuing.",0,0,0.0,1,8.0,1.2638888888888888,0
2024-12-24,Drywall-B,8,8,101,1,"Great weather, slab pour went perfectly.",0,0,0.8519,0,7.0,1.578125,0
2024-12-25,Drywall-B,5,8,113,0,"Productive day, finished Zone A early.",0,0,0.0,0,6.0,2.825,0
2024-12-26,Drywall-B,8,10,46,2,"Waiting on RFI response, crew standing around.",1,3274,0.0,2,7.0,0.575,1
2024-12-27,Drywall-B,6,10,81,2,Routine install in Zone B.,0,0,0.0,2,9.0,1.35,0
2024-12-28,Drywall-B,5,8,104,1,"Productive day, finished Zone A early.",0,0,0.0,0,9.0,2.6,0
2024-12-29,Drywall-B,7,10,98,1,"Standard progress, nothing to report.",0,0,0.4215,2,7.0,1.4,0
2024-12-30,Drywall-B,7,9,118,0,"Crew moving fast, materials arrived on time.",0,0,0.0,1,7.0,1.873015873015873,0
2024-01-01,Framing-A,7,8,108,0,"Productive day, finished Zone A early.",0,0,0.0,0,0.0,1.9285714285714286,0
2024-01-02,Framing-A,6,9,100,0,"Weather overcast, work continuing.",0,0,0.0,1,1.0,1.8518518518518519,0
2024-01-03,Framing-A,8,9,119,0,"Great weather, slab pour went perfectly.",0,0,0.8519,1,2.0,1.6527777777777777,0
2024-01-04,Framing-A,8,9,120,0,"Crew moving fast, materials arrived on time.",0,0,0.0,1,3.0,1.6666666666666667,0
2024-01-05,Framing-A,7,9,100,0,"Crew size normal, steady pace.",0,0,0.0,1,4.0,1.5873015873015872,0
2024-01-06,Framing-A,6,9,91,0,"Weather overcast, work continuing.",0,0,0.0,1,5.0,1.6851851851851851,0
2024-01-07,Framing-A,8,9,98,0,"Weather overcast, work continuing.",0,0,0.0,1,6.0,1.3611111111111112,0
2024-01-08,Framing-A,8,8,104,0,"Ahead of schedule, inspection passed.",0,0,0.0,0,6.0,1.625,0
2024-01-09,Framing-A,7,8,103,0,"Productive day, finished Zone A early.",0,0,0.0,0,5.0,1.8392857142857142,0
2024-01-10,Framing-A,8,8,101,0,"Great weather, slab pour went perfectly.",0,0,0.8519,0,4.0,1.578125,0
2024-01-11,Framing-A,5,8,85,0,"Standard progress, nothing to report.",0,0,0.4215,0,3.0,2.125,0
2024-01-12,Framing-A,8,8,107,0,"Productive day, finished Zone A early.",0,0,0.0,0,2.0,1.671875,0
2024-01-13,Framing-A,8,10,52,2,"Crew exhausted from overtime, morale is low.",0,2906,-0.5574,2,3.0,0.65,1
2024-01-14,Framing-A,6,9,111,1,"Productive day, finished Zone A early.",0,0,0.0,1,3.0,2.0555555555555554,0
2024-01-15,Framing-A,6,9,101,0,"Ahead of schedule, inspection passed.",0,0,0.0,1,4.0,1.8703703703703705,0
2024-01-16,Framing-A,8,10,65,2,"Material delivery late, caused bottleneck.",0,3726,0.0,2,6.0,0.8125,1
